title,lang,source_name,format,category,license,text,sentences,cefr_level
0043.xml,en,cefr-asag,document-level,learner,CC BY-NC-SA 4.0,"In 10 years time, I would like to be a famous journalist and travel around the world. I really enjoy travelling because I love moving and discover new things. But I also like to be informed and know what is happening in the world. In fact, I think that it is important to know the issues of our world and to try to find solutions about it.","In 10 years time, I would like to be a famous journalist and travel around the world.",B1
040_BRSS1346.txt,en,icle500,document-level,learner,CC0 1.0 (Public Domain),"Nowadays, we live in a world where people are totally dependent on modern facilities. These facilities have began to be introduced in our society from industrialization which allowed a great improvement on the life of people . 
This progress brought with it a great change in economy, politic, science and society in general, but mainly in culture. People became fascinated to the progress of technology and then, so many inventions like telephone, computer, microwave, etc, transformed the life of people. All these changes came to improving the living conditions of population but they caused an acceleration of time. Nowadays, everything is so much faster and the velocity of information makes people have rapid access to facts which are happening around the world. Add to that the globalization is also a result of this all transformation . 
There are no doubts that inventions allowed a great development of the society but what did happen to feelings? What did happen to dreams? What did happen to imagination? Well, people are so much worried to acquire more and more material products, they are working in an uncontrolled way to get so much money to buy too expensive houses, last generation cars, last generation cell phones, high power computers, notebooks, etc, and the scientists works to make the best technologic discovery of the century. Anyway, people are living to get things, material things, but they are forgetting to live a real life . 
So, I think it is a wrong way to live. In my opinion, they are loosing the essence of life because all efforts are concentrated to technologic searches and natural values are in a second level. But, where are dreams and imagination? They are also concentrated to build an artificial world. It is obvious that there are exceptions but now population is thinking in an individual way. They are destroying nature in name of progress and scientists don't mind with the consequences of scientific researches . 
In the university, there are some courses that are considered theoretical and because of that they have less importance than the technological courses. It is a portrait of being thought. The courses that prepare students to think or the courses that claim imagination not application or courses don't prepare people for the real life, these courses do not have the same relevance than the others because the world needs the great technological discoveries and not only people that are thinking about the matters of society . 
One day, I read in the internet that the human imagination is what will allow us to control science and technology for human needs and I agreed with that, because nowadays we are more needs than dreams. Everything what we want, we easily get, everything is on our hand. By the way, science and technology exist to provide these needs and then, dreams are easily achieved. Because of that the life looses sense. So, it is also necessary to cultivate our soul. I think it is necessary to give more importance to relationships, nature and human beings. It is necessary to use our imagination to make something good to our animals, ours plants, our planet and human beings. It is a dream that can be get through science, technology and also imagination . 
Anyway, we are living in a modern and industrialized world and it is impossible ignore science, technology and industrialization because they are part of our lives. We must use them to supply our human needs but we must use our imagination and dreams to feed our souls .","Well, people are so much worried to acquire more and more material products, they are working in an uncontrolled way to get so much money to buy too expensive houses, last generation cars, last generation cell phones, high power computers, notebooks, etc, and the scientists works to make the best technologic discovery of the century.",B1
267_KRBF1014.txt,en,icle500,document-level,learner,CC0 1.0 (Public Domain),"There are many common things between mass media and religion. Mainly they both have addictive power on people, ability of binding people in one very intimate, and close group, however the most powerful influence they have is their controlling power. Their one word will affect on millions of people in every aspects, for example their life path, decision, life style, morality recklessly. So, where are the power is coming from? The power is coming from the fear of not being a part of the group, being a outcast, and being responsible fully for their action, and decisions. Therefore believing religion, and mass media can be seen as imputation of responsibility, reflection of human's major fear of loneliness, and the most effective way to control thousands of million of people. In this regards we can say mass media is new 20 century's religion .
	First, once mother Teressa said, [Quotation] . One of the most fatal reasons of human's death from ancient time to modern society is the depression coming from the loneliness. So hundreds decades ago, the easiest way to gather people in one group, and let them forget about the fact that we are all alone would be creating what people now call ""religion"". Likewise, these days if you don't watch TV, or read newspapers you can't really be part of the conversation with people. so now you ought to keep in touch with all kinds of mass media, to keep with people, and not to be a loner or a outcast .
	Second, religion and mass media are the most effective mechanism when it comes to control the people's behaviour. For example, people who believe in the bible, try their best not to go against what the book say. Rather than following their instinct, they go along with the path what the bible made. In this manner, if a magazine says that one certain fashion style will be a trend of this year, it will affect on millions of people's consuming tendency for the year. We are living in the era where one celebrity or news broadcaster's word can shake the coutry or whole world like Jesus did thousand years ago .
	Third, religion and mass media are the best things that we can impute our responsibilities, and sins. These days, most of new informations and ideas come from mass media which mean whatever we decide or think is mostly coming from mass media, so if something goes wrong because of my poor judgement or decision, we can alway blame media. Likewise, for example, in the middle age, people created a crusade war with, god's name. They justified their cruel murder with they god's name .
	In conclusion, religion, and media have so many similar aspects. They bond people into a group and give them an illusion that they are not alone, and they have enormous power on people, when it comes to control them, and brain-washing them, at last they also become excuses for human's poor behaviour. So basically, we can't live without them, but on the other hand, we shouldn't depend on them fully.","Third, religion and mass media are the best things that we can impute our responsibilities, and sins.",B1
053_CNUK2008.txt,en,icle500,document-level,learner,CC0 1.0 (Public Domain),"Why do people want to go to universities? Some people might say university degrees are theoretical and do not prepare students for the real world. Well, in my point of view, people who said that might not be educated in university in their life. I admit that preparation for entering the real world is not enough for students in universities. But think about that, why those people with university degrees are easier to get a job? Doing degrees in university has both advantages and disadvantages .
The advantage of doing a degree in university is obvious. Why those companies want graduator of university? Because those people already have been educated in a high standard although in a very theoretical way. But theoretical does not necessary mean useless, instead, it is the experience of those people learned before, which can help university students preventing making the same mistake. Theoretical knowledge is totally not a bad thing. Let us compare to what happens in the real life, think about our driving lessons. I believe that pupils read awful a lot about how to drive before putting their hands on the steering wheel. Just like university degrees, they must pass the paper work like theory test then take a road test. People said that students get too much theoretical knowledge than practise. I do not think it is the weakness part of university education. Studying theory knowledge is the best way to prepare the coming challenge in the real life. The preparation to entering the real world is not just study theory test as well. As we are all university students, we know there is huge amount of research or business enterprise and all sorts of activity in the university campus. Within university you can meet lot of different people as well, just like the real world, people are coming from all over the country or even from different nations. What a chance to study different things! In the real world, we probably do not have those sorts of chance. So in my point of view, I think university is the best place to do preparation to entering the real world .
Of course, doing theory studying without doing practise is useless. In some university, it does happen which means when students enter into the society, it might cost them more time than others to be fit where they will be .
Anyway, I am a university student right now. I benefit from being a university student a lot and will be in my whole life .
I","In the real world, we probably do not have those sorts of chance.",B1
479_TRME3019.txt,en,icle500,document-level,learner,CC0 1.0 (Public Domain),"University degrees are theoretical and do not prepare students for the real life is a common lament of students which exactly represents human beings desire to find everything has been prepared by someone else for them to take the pleasure of. When it comes to the argument on the value of the university degrees , to make the value judgement we should make clear the answers of the following questions: What is it we name real life? What is main task of university education? And as the last question, what is the task of the student during the university education?
The term which we referred to as real life defines a complex structure within which a person may get into contact with different people with differing expectations and point of views. This variation in exectations and point of views causes various problems to come to the surface. Then if we want to find a solution to the above complaint about the universities inadequacy we need a university which gives the students a list of the possible human expectations and point of views. Furthermar, it should also be included in the list that which expectation and point of view brings about what sort of problem. Still, it is not enough. The solutions to verying problems should also be listed with a simple easily comprehensible style. That is not it! Such a thing can not even be called as utopia. Then what should be the contribution of university education to a student?
The surface responsibility of an university schedule is to supply the students with the theoretical knowledge of their department. This is the most visible but the least important task of a university education. The others, making the students gain critical thinking and problem solving abilities are the least visible but the most vital mission of university education. Students should be expased to as many different point of views about as many subjects as possible. Other than imposing certain truths the system should let the students to realize and criticise different views and construct their own point of views. The tendency of accepting all the things written on a piece of paper as changing truths should be demolished. If a person gains the ability of critical thinking then she becomes able to see the gaps not only in the point of views at other people but also in her own way of looking at life. Realizing the gaps and criticising meself brings together the change and development. A person who can develope oneself becomes a fully functraining person for the society and it beers at the same time personal satisfaction and happiness .
Additionaly, education in a university should not be taken as exposing students to a mass of knowledge to memorize. Students should not be lacked at the affective domain, they should be given the chance to apply what they be expanted to cognitive domain. This brings together the maturation of education process the role of the students also very big .
The first responsibility of a student is to determine the exact purpose of her university education. She should be able to apply her knowledge into her life and should be open to new ideas and should work really hard. She should also understand that nothing beautiful comes as ready in a big ornamented package in the real life. If one wants something she should give time and enough effort .
As a conclusion, the thing which we call ""real life"" is something really difficult to cape with to learn how to come over it no university programe, even the best one, is efficient enough on its own. The cooperation of the education system with students results in qualifed and skilfull students to graduate from university departments and any problem that they will come face to face in reality seems them as impossible to be solved because they would be skilfull enough to find alternative solutions to problems even the ones that seems to be impossible to come over, then the university degree becomes the most valuable thing to passess on the earth .",The solutions to verying problems should also be listed with a simple easily comprehensible style.,B1
301_LTVY4024.txt,en,icle500,document-level,learner,CC0 1.0 (Public Domain),"Nowadays it seems that money is the most important thing in peoples' lives. The world became very materialistic, people seem to live to make and spend money. Madonna once said - ""We are living in a material world and I am a material girl"" and this truly reflects our society. Money means different things to different people: to some it is freedom, to others - nice things, to third - freedom, but the most important thing about money is the power, which is so desirable. The aim of this essay is to prove that words from old song ""Money is the root of all evil"" are true .

Firstly, money took over peoples' feelings. The world is full of rich men and women who are lost spiritually. Often seems that for most people money are more important than friendship, love or even family. People seem to forget what true things in the world are. People betray their family and friends for money, they lie, grovel; they are ready to sell their principles and themselves for money. Often young girls dream to marry a millionaire, preferably an old one, and get all his money when he dies. This shows how materialistic people are: they can sell themselves and also desire someone to die. People betray their principles, believes for money. Probably most people would sell their votes or take a bribe if there was an opportunity. When people get rich they often forget their friends, all true values in their lives. They become arrogant, snobbish, and associate only with people of high status in society. Another problem is that the human being is boundless and greedy. When he gets rich, he wants to become even richer and when he becomes richer he wants to become richer than that .

Secondly, all crimes happen because of the money. It seems that people can do anything to get money. They are ready to sell drugs, steal, sell people or even kill. Often when you want to get money, you have to take them away from someone. It is easier to get rich by stealing or selling drugs on streets than working legally all your life. Policemen and judges break laws by taking bribes. There is a problem of bribes in Lithuania in hospitals also. Money can cause such catastrophes as wars also. Wars happen most often because of the lands and profitable things like oil, gas and so on. Millions of people die just because of someone's desire to get enormously rich and powerful .

On the other hand, money cannot perform actions on itself. Money is just a tool. It is not the money, but people and their desire to be rich, get the status in society, power, is evil. That is why ""The love of the money is the root of all evil"" is the more correct form .

To conclude, the words from the old song ""Money is the root of all evil"" are true. Money causes a lot of bad things in the world nowadays. Because of the money and desire to get rich, people forget the true values: feelings like love, loyalty; their friends, family and principles, believes. People are very materialistic and they are ready to do anything in order to be rich and get some higher social status. Moreover, after they get rich they forget their friends and become greedy. What is more, all crimes, evil is being done because of the money. Money causes even such catastrophes as wars, where millions of people die. As money itself do not do harm to people, but people who wants to get rich and powerful are actually evil, more correct form of statement about money could be - ""The love of the money is the root of all evil"".","Wars happen most often because of the lands and profitable things like oil, gas and so on.",B1
0036.xml,en,cefr-asag,document-level,learner,CC BY-NC-SA 4.0,"Four years ago, I went to Bali on holidays with my famiy during two weeks. There we saw many beautiful landscapes and we visited a lot of temples. One day we visited a wonderful temple. The particularity of this temple is that ther were monkeys. But this monkeys were educated by dishonest men. This men had learned to the monkeys to stole the glasses of the tourists and then to render the glasses in exchange of a snoop. Then the dishonest mens asked money to the tourist in exchange of his glasses. That arrived to my aunt who didn't hold her glasses.",That arrived to my aunt who didn't hold her glasses.,B1
287_LTVI2074.txt,en,icle500,document-level,learner,CC0 1.0 (Public Domain),"There is really popular these days to talk about equality issues. There are an immense amount of projects that suggest the society that people are born equal and the equality should be followed in every sphere of our life. Women are proposed to be equal to men, black equal to white, poor equal to rich, disabled to healthy, etc. There can be no way we can distinguish ourselves or others as better than somebody else. However, is it really possible to demand equality while we all are so different, or too different to be equal .

On the one hand, the idea of equality is really important in modern society. This dose not depent on a country or continent. Everywhere on Earth people are equal no matter whoever they do or whoever they are. What are the arguments to prove that Black people are better than White or vice versa? Moreover, why do we need such distinction at all? Who said that we should devide all the people in one class or another? By this division unequality is followed . If you separate something from something you naturally distinguish one better than another (otherwise you wouldn't need to separate). Our entire perception of the world is based on the idea that one is better or worse that the other. However, everything we believe to be better is just the matter of our stereotypes, it is just the framework we are living in, it is just the truth somebody sais to be truth. For example, once I met a British women that was (and still is) working with mentally handycapt people. She has mentally disabled brother as well. But when I asked her isn't she afraid that her children can be born with mental disabilities that could cause some major problem with having a baby and rising it, she said she would be really happy if her child could be born like that. According to Davida, she would be have her own baby no matter what anykinds of disabilities he or she would have, and she would be very happy becouse she knows how to talk to these people, how to communicate, she understands them, etc. This fact really collapsed all my understanding of the disability as such, as a phenomena. This really gave me an idea that all the normalities are ""normal"" only becouse somebody claims them to be normal. And everybody is equal or should be treated equal becouse that is what we are: equal .

But on the othe hand, the only possibility for the things to be equal is to be identical wich is totally impossible in our society. There no identical phenomena as well as people. Therefore, by identifying their differnces we give our opinion about them wich leads us to the conclusion that something is just better than the other. Even if we do so unintentionally we are still identifying something to be better. The equality phenomenon explained in such perspective gives us no doult that there can be no equality at all, equality is impossible to happen. Moreover, we can illustarte this phenomena in any kind sphere of life. Taking into consideration simple company of friends (or even a family) and business enterprise. It is obvious that in buisiness hierarchy there is only moral equality among people as any communication is based on the issues of the hierarchy. This is the best ilustration for my title of the paper: ""All men are equal: but some are more equal than others"". Some workers are really more equal than others only becouse of their position and we cannot avoid that. Being (or trying to be equal) and reaching for equality would ruin all the company and buisiness. Even in the family affairs or our everyday we cannot be equal. If we take any friends' company where everybody is equal, in time some people would become closer friends and some would separate as it is the natural process of communication. Finally people would distinguish the others that thay like more and give them more privileges that other making them more equal. We can clearly see that there is no way of equality in our life .

To conclude, the idea of equality is very important in our everyday life. Everybody should be treated as equal no matter what they do or who they are. However, it is obvious that there is not such phenomena as equality. In todays world everything is based in your status in society. The degree of you, equality to others' depends on yor position in the world's hierarchy .","But when I asked her isn't she afraid that her children can be born with mental disabilities that could cause some major problem with having a baby and rising it, she said she would be really happy if her child could be born like that.",B1
048_CNUK1115.txt,en,icle500,document-level,learner,CC0 1.0 (Public Domain),"In china, the PLA was consisted of only professional soldiers. But in many other countries, military service is compulsory and every citizen will have to proform as a soldier for several years. especially young university students. And in my opinion. military service should be compulsory .
There are several reasons why I think so. First, China, as the largest country of East Asia, had the widest borderline. To keep the whole borderline safe is not an easy thing. It need a large military force to be on duty all the time. But the soldiers sent to a certain place may not be familiar with the environment. Even they are professional soldiers, they may probably meet some troubles. If military service was compulsory, the border line can then be guarded by soldiers selected from local people who were familiar with local environment. And they can certainly do the job better than soliers from other places . .
Second, nowadays' young man are lack of life experience. They often care little about others and lack of discipline. Some of them even had never had any hardship and always waste things. Although Chinese government forced every university student to have a month's military training, it had little effect. People can't be changed in only a month. Comparing to these young man. those who had joined the army and serviced as professional soldiers are much more disciplinal and energetic .
So just imagine that if all the youngsters will have to serve in the military for several years, will it still be so many problems about youngster? 
Third, although the world is peace now, it still has the possibility of breaking out a war. And after so many years of disarmament, china's present military forces may not be enough for a war. But if military service was compulsory, those people who bad had military training can form a great military force at any time. That means almost every citizen can be the part of resistance to the invasion. Such things had happened once during the Second World War, when the Japanese army invaded China. At that time, almost everyone: soldiers, guerrillas and even citizens fought against the Japanese invader. And everyone may know that we won the war and defeated Japanese invader successfully .
Forth, armies formed by professional soldiers often developed slowly. Because every soldier had the same training and this made them always thought and acted in the same way. For this ""the army had few good commanders and new tactics. This will cause the army losing the ability of fighting. Now the PLA was starting a 
revolution, ""trying to avoid such situation. In fact, I think the best and easiest solution is to let military service be compulsory .
Although letting military service be compulsory has so many advantages, it also has disadvantages comparing to forming the army consist of professional soldiers .
For example: more money is needed to train soldiers, and soldiers may not as good as professional ones. But after all, make military service be compulsory can do good to not only the army ""but the education as well. That's why I choose it .",But the soldiers sent to a certain place may not be familiar with the environment.,B1
467_TRCU1072.txt,en,icle500,document-level,learner,CC0 1.0 (Public Domain),"The education in university is important for many people all around the world and so many people are giving effort to take a place in university classroom. In addition to this three questions come in to our mind. Firstly, why do people want to go university? And then is the education given in universities enough? Does the universities really prepare students for the real world? I will try to answer these questions in this article .
The answer to first question is having a better job. The university degree provide people a statue and a chance to have a job wherever they want. When you apply for a good job, in a company the first question is wheather you have university degree or not. I think the reason of this is having many unemployment people and this is a good way to choose which person is more qualified. That's why you need a university degree. In contrast to this, having only degree is not a criteria . also, you should develop yourself too. When it comes to the second question which asks whether the universities' education is enough or not. Answer is both yes and no depending on department and quality of the university. Students learn everything about their department in class environment. Mostly they don't use what they have learned practically. In exams mostly theoritical questions are asked and students recite and answer .
Education is enough in regard to theoritical knowledge, on the other hand when it comes to practising they fail. Of course it isn't like that in each department of the university. For instance in Medical Department students take both theoric and practical knowledge. Especially during last two years they start to behave as a doctor. But in Engineering Department students make every projects on a paper. I didn't see an engineer candidate make a real robot or machine . If we think about teaching department practicum education is not enough. Whatever students learn important or unimportant, they have less chance to use them. They also attend practicum school but i think it is not enough. In lessons most of them can tell the course but it is different to teach young learners then advanced ones. I don't know whether there is a solution to this or not. Of course experts know better then me. As you see from the examples education in university are different in each department .
Third question looks for whether the universities prepaire students for real life. My answer is yes. Students cannot have practical knowledge. But university is a good chance for a person to grow himself and to learn how to stand on their own foot. University life have both happy times and tough times. Students may feel themself alone, bores , sort of money, crazy, strong, weak...etc. I have encountered all these situations in my university life. Moreover, students are trying to have a relationship with the people who have different characters. So that they learn hhow to tolerate people, not to trust everyone except themselves. However the most important thing is whatever you face, you learn how to stand on and how to survive .
To sum up, university is a part of our life. We have taken theorical knowledges and we have gone to school just the purpose of going but what we have gained is we have learned many things in university life without realizing. I don't agree that universities doesn't have value. In contrast, university has so much value in all over the world. Otherwise why do people spend so much effort to be able to a university student?",I don't know whether there is a solution to this or not.,B1
274_KRBF1062.txt,en,icle500,document-level,learner,CC0 1.0 (Public Domain),"In the 20th century, TV must be one of the most affective devices which human beings developed. I was also watching TV everyday, and now I'm watching TV as well. For this reason, some people named it as an ""idiot box"". When people watch TV, they do not think or talk with their friends or family numbers. Even though there are a lot of positive aspects of TV, this kind of negative aspects seems to make TV one of the useless devices instead of a marvellous invention. Moreover, some psychologists insist that watching TV is one of the causes to get down emotional quotient which is the scale of human feeling in terms of outside stimulation. In some sense, this is very reasonable, but I would like to point out positive aspects of TV in human life .
	First, TV plays an important role of entertainers. At the moment, other media such as movie, music, and DVD are also popular for this purpose, but TV is the most popular one in human life. For this reason, TV has become the closest friend among other media in low cost. Particularly, among people who do not have enough time to enjoy various entertainments, TV is quite convenient in this point of view. Furthermore, TV can provide a variety of genres of entertainment such as sports, comedy shows, and so on. For example, Sky, satellite TV channel, presents all kinds of movies and sports in the world for 24 hours. Even though this 24 hour channel would provoke some problems in the educational perspective, it seems to be true that TV is full of excitement. Another role of TV in terms of entertainment is to combine all people in the world. For instance, Euro 2004 Football Championships is one of the biggest sports game attracting all people even in different continents such as Asia, South America, or Africa. Through TV, they are able to enjoy the best football games. This is not a sports game, but a festival for the world. In this perspective, TV must be perfect medium to deliver human feelings .
	Second, TV has an economic role because the majority of people watch it everyday. In the economic perspective, TV is a good tool of advertisement. Comparing with other media, TV has the most audience, so the market of TV advertisement is bigger than others. Like this kind of example, TV occupies a significant part of world economy. Another example in the economic point of view is ""TV Home Shopping"" which is a shop in TV. Since there are not actual shops, the price of goods is very cheap. For example, ""TV Home Shopping"" is one of the fast growing businesses in Korea. Moreover, this TV shopping is related to other businesses such as home-delivery service. Although TV has various roles in human society positively, there are some problems such as some people are addicted to watch it for shopping for a long time. However, it seems to be impossible to get rid of TV because of this kind of side effect in my opinion .
	In conclusion, the nickname of TV, ""idiot box"", could be accurate indication in some aspects. At the moment, many people are watching TV without thoughts, and they are changing channels as well. In some sense, this aspect of TV may affect human beings negatively, and break out the worst side effect they don't know. I don't want to deny this point of view, but TV also has useful aspects such as entertainment and economy. The question of if Marx were alive at the end of the 20th century, he would replace religion with television seems to point out one side of TV which has various sides in human life.","Furthermore, TV can provide a variety of genres of entertainment such as sports, comedy shows, and so on.",B1
350_PACJ1008.txt,en,icle500,document-level,learner,CC0 1.0 (Public Domain),"Although this is a general discussion about the prison system but I am talking about the prison system in Pakistan. The prison system in Pakistan is really out dated. It is centuries old that was designed by the British against the Indians and the Muslims. Almost all the systems in Pakistan are those which were made by the British to humiliate and dominate the people of sub continent. In Pakistan this system of prison is centuries old and too bad. Rather it has reached to the level of worst. As police is associated with the prison system and the law and order system, so the corruption is at its highest level in these departments. So the prison system is also not free of this curse. The bribery is very much common is there in the prisons. The officials in prisons openly take bribe for various purposes. Even inside the prisons the drugs and arms can be found easily. There are officials involved in all these games. The prisoners are dealt with very bad methods. They are brutally tortured and there are different methods to be used to torture them. Mostly the criminals become more criminals when they leave jails and prisons. All this is because the prisoners are not treated as human beings. Rather they are taken as animals and non humans. The brutal torture and the company of further criminals make them rather big criminals. Even the facilities for prisoners are not good in prisons. The food the prisoners are given is usually substandard. The other facilities are also too poor and not up to the mark. The proper way to treat criminals is not to punish them severely. There may be other ways to treat the criminals. They should be rehabilitated. The system does not say to hate the criminals. But it says to hate the crimes. So the criminals should not be hated. Rather they should be given more care and attention so that they are not doing the crimes next time. This approach would give very much positive results and the crime rate may be reduced. D be some vocational trainings and courses in the prisons where the prisoner should be given chances to learn various things so that they may be able to do something when they leave prison. Similarly, there should be some psychologists in the prisons where the psychotherapy of the criminals should be done so that next time they don't commit the same crimes. The counseling may be the best option for them. There should be some system to educate the prisoners and criminals. The religious education should also be given along with the other education. The religious touch may prove more helpful to them to regain a normal life. The young criminals should must be kept separate from the professional and habitual criminals. Such criminals always mar the character of those young ones and take them towards the way of severe crimes. Similarly, the reasons for the crimes must be probed. The petty and minor issues must not be punished severely as it creates bad image on the minds of the youth and they become more accustomed to the crimes at larger level. No civilized society is in favor of punishing the criminals. Rather they prefer the system of rehabilitation. It is the rehabilitation which may help reducing the crime rate in any country.","Similarly, there should be some psychologists in the prisons where the psychotherapy of the criminals should be done so that next time they don't commit the same crimes.",B1
490_TSNO1426.txt,en,icle500,document-level,learner,CC0 1.0 (Public Domain),"It is true that our modern is filled with scince technology and industrialisation. But I tend to disagree that there is no longer a place for dreaming and imagination. Look Science and technology exists in the real world, so I don't see how can it hidder something like adream or imagination which is not for real or those not exists in the physical world .
Infact the world of Scince technology and in dustrialisation help the main concept of the dreaming and the imagining world in abig way I'll give you an example, 30 years ago people wouldn't dream of communicating globaly with their counterpart from anywhere in the world. But thanks to the dreaming of people like Bill Gates who dreamnt of one day owning his own software / Computer Company which today is possible for us to communicate via E-mail of his computers .
We can travel anywhere in the world because have airplanes thanks to some one whoinitialy had a concept in his mind that one day he want to Create an airplane in order to assist people to travel anywhere in the world. So we can say that thinking and imagining is part of Scince and techology .
They go hand in hand in order for thinks that are good for industries to be established so that we can live better as people is this world .
I mean even Cellphones, telephones they were created by people out of their imagination before they were established physically. Any were Science and technology plays an important role in our lifes I may elastrated even of electricity it is amiracle that was initially part a humans-imagination or adream of saying someday I want to establish some like that .
Imean things become more easy even for people who comes from previously disadvantaged communities, door of thinking more and more are opened for thanks to Scince and technology even ifrestructure is accessed easily unlike in previous years were by if you had a poem you would have to write on a tree or stone to keep it in record .
Now you can write it on a piece of paper or preferably type in using keyboard ofacomputer thanks to technology. You see things and dreaming is no longer just unreal thing on a humans mind but they can come real this time more easier because of the concept of Scince and technology. If want to design a Car I just draft it on my P.C. and Email / it to a certain Car manufacturer if they find it interesting then my dream has now become a visual reality and changes of me getting rich are more and doing that work of designing did not cost me a fortune thanks to Scince and technology. Even lives are being save in operating theaters because if a doctor has said to practice a certain operation but he is Germany but these skills are required here in South-Africa he can be contacted by video phone or other means of visual communication so that he may assist doctors in S.A. with out being travelling all the way from Germen all in all Science and technology is good for our every day lifes .",Any were Science and technology plays an important role in our lifes I may elastrated even of electricity it is amiracle that was initially part a humans-imagination or adream of saying someday I want to establish some like that .,B1
058_CNUK4011.txt,en,icle500,document-level,learner,CC0 1.0 (Public Domain),"Feminists, belonging to the most arguable issues in nowadays, play a core
role of job - dividing and social status' forming. Those who support the
equality of male and female believe that feminists are good for women,
while others insist that what feminists have done to women is definitely
more harmful. The argument has been continued for several decades. Along
with the researches of the scientists, new evidences are revealed to give
the latter one stronger proves. Following are the details of this issue .
To begin with, feminists do have given female more chances to prove their
capabilities and creativities. In many working circumstances, women are
playing more important roles than men, or at least equal to men. However,
scientists claimed that there have been too much more working stresses
put on women resulting in the unharmonious between family members and
home violence. According to Jerry Z Muller (2003), nearly 30 percent
women are facing home violence or quarrels with family members result 
from too strong working pressure, which all come from the ideas of
feminists. Dr. Muller said that women are the most significant elements
of a specify family, whose hormone are secreted to keep everything they
may concern into a certain balance, to reduce potential quarrels. The
more attentions women pay to their job, the less they spend to their
family members. What the feminists done is already harmful to women in the
passed decades .
More over, another important difference between men and women is the
strength differences. Women's abilities of heavy work are less than
men's. This phenomenon results from the different amount of water
contained in blood of men and women, the latter contains more than about
15 percent as well as that of men, reducing the oxygen delivering
capability of female. So, it is not strange that men are more suitable to
carry heavy things. Hence, it is too arbitrary to carry out feminists
without concerning the differences between male and female, even though
men and women belong to the same species .
In addition, it is obviously that women are easier to feel tied than men .
It is proved by Mr. Muller that there are more red cells in men's blood
(about 20 percent higher) than that of women's. Since red cells' duty is
to supply the oxygen to the body cells, less red cell inducing women are
easy to get tire in general times. Appropriate concerns about the
different situations between men and women are good to improve the
efficiency of the latter's .
To sum up, though men and women are both human being, they are still quite
different from each other, not only as individuals, but also as two
different genders, which lead to the unlikely job adaptations and family
maintenances. What feminists did in the passed several decades is
definitely too arbitrary to reduce the inappropriate situations that the 
majority of female were facing. Although everything has both sides, the
pros and corns, which is just like a coin gets two sides, each one-sided
view is not justified enough, what feminists have done to female is still
more harmful in the course of women than good .","This phenomenon results from the different amount of water
contained in blood of men and women, the latter contains more than about
15 percent as well as that of men, reducing the oxygen delivering
capability of female.",B1
0036.xml,en,cefr-asag,document-level,learner,CC BY-NC-SA 4.0,"Four years ago, I went to Bali on holidays with my famiy during two weeks. There we saw many beautiful landscapes and we visited a lot of temples. One day we visited a wonderful temple. The particularity of this temple is that ther were monkeys. But this monkeys were educated by dishonest men. This men had learned to the monkeys to stole the glasses of the tourists and then to render the glasses in exchange of a snoop. Then the dishonest mens asked money to the tourist in exchange of his glasses. That arrived to my aunt who didn't hold her glasses.",There we saw many beautiful landscapes and we visited a lot of temples.,B1
