doc_id,sentence,token,lemma,pos,tag,Number,Person,Poss,PronType,Mood,Tense,VerbForm,Degree,PunctType,Case,Definite,Gender,NumType,Polarity,Aspect,ConjType,PunctSide
0439.xml,1,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0439.xml,2,People,People,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0439.xml,2,is,be,AUX,VBZ,Sing,3,,,Ind,Pres,Fin,,,,,,,,,,
0439.xml,2,fantastict,fantastict,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0439.xml,2,with,with,ADP,IN,,,,,,,,,,,,,,,,,
0439.xml,2,a,a,DET,DT,,,,Art,,,,,,,Ind,,,,,,
0439.xml,2,very,very,ADV,RB,,,,,,,,,,,,,,,,,
0439.xml,2,good,good,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0439.xml,2,bevahiour,bevahiour,PROPN,NNP,Sing,,,,,,,,,,,,,,,,
0439.xml,2,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0439.xml,3,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0439.xml,3,like,like,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0439.xml,3,gardening,garden,VERB,VBG,,,,,,Pres,Part,,,,,,,,Prog,,
0439.xml,3,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0439.xml,4,It,it,PRON,PRP,Sing,3,,Prs,,,,,,Nom,,Neut,,,,,
0439.xml,4,is,be,AUX,VBZ,Sing,3,,,Ind,Pres,Fin,,,,,,,,,,
0439.xml,4,a,a,DET,DT,,,,Art,,,,,,,Ind,,,,,,
0439.xml,4,moment,moment,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0439.xml,4,where,where,SCONJ,WRB,,,,,,,,,,,,,,,,,
0439.xml,4,i,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0439.xml,4,do,do,AUX,VBP,,,,,Ind,Pres,Fin,,,,,,,,,,
0439.xml,4,n't,not,PART,RB,,,,,,,,,,,,,,Neg,,,
0439.xml,4,never,never,ADV,RB,,,,,,,,,,,,,,,,,
0439.xml,4,thing,thing,VERB,VB,,,,,,,Inf,,,,,,,,,,
0439.xml,4,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0439.xml,5,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0439.xml,5,like,like,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0439.xml,5,cooking,cook,VERB,VBG,,,,,,Pres,Part,,,,,,,,Prog,,
0439.xml,5,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0006.xml,0,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0006.xml,0,get,get,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0006.xml,0,up,up,ADP,RP,,,,,,,,,,,,,,,,,
0006.xml,0,at,at,ADP,IN,,,,,,,,,,,,,,,,,
0006.xml,0,7,7,NUM,CD,,,,,,,,,,,,,Card,,,,
0006.xml,0,am,am,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0006.xml,0,on,on,ADP,IN,,,,,,,,,,,,,,,,,
0006.xml,0,a,a,DET,DT,,,,Art,,,,,,,Ind,,,,,,
0006.xml,0,weekly,weekly,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0006.xml,0,day,day,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0006.xml,0,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0006.xml,0,i,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0006.xml,0,go,go,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0006.xml,0,to,to,ADP,IN,,,,,,,,,,,,,,,,,
0006.xml,0,my,my,PRON,PRP$,Sing,1,Yes,Prs,,,,,,,,,,,,,
0006.xml,0,lessons,lesson,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0006.xml,0,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0006.xml,1,And,and,CCONJ,CC,,,,,,,,,,,,,,,,Cmp,
0006.xml,1,when,when,SCONJ,WRB,,,,,,,,,,,,,,,,,
0006.xml,1,i,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0006.xml,1,come,come,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0006.xml,1,back,back,ADV,RB,,,,,,,,,,,,,,,,,
0006.xml,1,at,at,ADP,IN,,,,,,,,,,,,,,,,,
0006.xml,1,home,home,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0006.xml,1,in,in,ADP,IN,,,,,,,,,,,,,,,,,
0006.xml,1,the,the,DET,DT,,,,Art,,,,,,,Def,,,,,,
0006.xml,1,evening,evening,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0006.xml,1,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0006.xml,1,ik,ik,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0006.xml,1,study,study,VERB,VB,,,,,,,Inf,,,,,,,,,,
0006.xml,1,a,a,DET,DT,,,,Art,,,,,,,Ind,,,,,,
0006.xml,1,little,little,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0006.xml,1,bit,bit,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0006.xml,1,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0006.xml,1,watch,watch,VERB,VB,,,,,,,Inf,,,,,,,,,,
0006.xml,1,tv,tv,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0006.xml,1,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0006.xml,1,play,play,VERB,VB,,,,,,,Inf,,,,,,,,,,
0006.xml,1,video,video,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0006.xml,1,games,game,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0006.xml,2,and,and,CCONJ,CC,,,,,,,,,,,,,,,,Cmp,
0006.xml,2,then,then,ADV,RB,,,,Dem,,,,,,,,,,,,,
0006.xml,2,i,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0006.xml,2,go,go,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0006.xml,2,to,to,PART,TO,,,,,,,,,,,,,,,,,
0006.xml,2,sleep,sleep,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0006.xml,2,at,at,ADP,IN,,,,,,,,,,,,,,,,,
0006.xml,2,11,11,NUM,CD,,,,,,,,,,,,,Card,,,,
0006.xml,2,pm,pm,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0006.xml,2,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0434.xml,0,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0434.xml,0,usually,usually,ADV,RB,,,,,,,,,,,,,,,,,
0434.xml,0,get,get,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0434.xml,0,up,up,ADP,RP,,,,,,,,,,,,,,,,,
0434.xml,0,at,at,ADP,IN,,,,,,,,,,,,,,,,,
0434.xml,0,7:00,7:00,NUM,CD,,,,,,,,,,,,,Card,,,,
0434.xml,0,in,in,ADP,IN,,,,,,,,,,,,,,,,,
0434.xml,0,the,the,DET,DT,,,,Art,,,,,,,Def,,,,,,
0434.xml,0,morning,morning,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0434.xml,0,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0434.xml,1,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0434.xml,1,have,have,VERB,VBP,,,,,Ind,Pres,Fin,,,,,,,,,,
0434.xml,1,lunch,lunch,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0434.xml,1,and,and,CCONJ,CC,,,,,,,,,,,,,,,,Cmp,
0434.xml,1,then,then,ADV,RB,,,,Dem,,,,,,,,,,,,,
0434.xml,1,take,take,VERB,VB,,,,,,,Inf,,,,,,,,,,
0434.xml,1,a,a,DET,DT,,,,Art,,,,,,,Ind,,,,,,
0434.xml,1,shower,shower,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0434.xml,1,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0434.xml,2,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0434.xml,2,share,share,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0434.xml,2,then,then,ADV,RB,,,,Dem,,,,,,,,,,,,,
0434.xml,2,work,work,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0434.xml,2,until,until,ADP,IN,,,,,,,,,,,,,,,,,
0434.xml,2,17:00,17:00,NUM,CD,,,,,,,,,,,,,Card,,,,
0434.xml,2,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0434.xml,3,Go,go,VERB,VB,,,,,,,Inf,,,,,,,,,,
0434.xml,3,home,home,ADV,RB,,,,,,,,,,,,,,,,,
0434.xml,3,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0434.xml,3,i,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0434.xml,3,eat,eat,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0434.xml,3,dinner,dinner,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0434.xml,3,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0434.xml,3,then,then,ADV,RB,,,,Dem,,,,,,,,,,,,,
0434.xml,3,watch,watch,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0434.xml,3,a,a,DET,DT,,,,Art,,,,,,,Ind,,,,,,
0434.xml,3,little,little,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0434.xml,3,tv,tv,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0434.xml,3,news,news,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0434.xml,3,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0434.xml,4,Then,then,ADV,RB,,,,Dem,,,,,,,,,,,,,
0434.xml,4,i,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0434.xml,4,go,go,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0434.xml,4,to,to,ADP,IN,,,,,,,,,,,,,,,,,
0434.xml,4,bed,bed,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0434.xml,4,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0433.xml,0,My,my,PRON,PRP$,Sing,1,Yes,Prs,,,,,,,,,,,,,
0433.xml,0,favorit,favorit,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0433.xml,0,hobbie,hobbie,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0433.xml,0,'s,'s,AUX,POS,,,,,,,,,,,,,,,,,
0433.xml,0,running,run,VERB,VBG,,,,,,Pres,Part,,,,,,,,Prog,,
0433.xml,0,in,in,ADP,IN,,,,,,,,,,,,,,,,,
0433.xml,0,nature,nature,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0433.xml,0,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0433.xml,0, , ,SPACE,_SP,,,,,,,,,,,,,,,,,
0433.xml,1,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0433.xml,1,like,like,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0433.xml,1,it,it,PRON,PRP,Sing,3,,Prs,,,,,,Acc,,Neut,,,,,
0433.xml,1,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0433.xml,1,it,it,PRON,PRP,Sing,3,,Prs,,,,,,Nom,,Neut,,,,,
0433.xml,1,'s,be,AUX,VBZ,Sing,3,,,Ind,Pres,Fin,,,,,,,,,,
0433.xml,1,fun,fun,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0433.xml,1,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0433.xml,1, , ,SPACE,_SP,,,,,,,,,,,,,,,,,
0433.xml,1,and,and,CCONJ,CC,,,,,,,,,,,,,,,,Cmp,
0433.xml,1,after,after,ADP,IN,,,,,,,,,,,,,,,,,
0433.xml,1,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0433.xml,1,i,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0433.xml,1,'m,be,AUX,VBP,Sing,1,,,Ind,Pres,Fin,,,,,,,,,,
0433.xml,1,relaxed,relaxed,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0433.xml,1,for,for,ADP,IN,,,,,,,,,,,,,,,,,
0433.xml,1,any,any,DET,DT,,,,,,,,,,,,,,,,,
0433.xml,1,time,time,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0433.xml,1,!,!,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0433.xml,1, , ,SPACE,_SP,,,,,,,,,,,,,,,,,
0433.xml,2,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0433.xml,2,should,should,AUX,MD,,,,,,,Fin,,,,,,,,,,
0433.xml,2,like,like,VERB,VB,,,,,,,Inf,,,,,,,,,,
0433.xml,2,progress,progress,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0433.xml,2,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0433.xml,2,step,step,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0433.xml,2,by,by,ADP,IN,,,,,,,,,,,,,,,,,
0433.xml,2,step,step,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0433.xml,2,!,!,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0433.xml,2,  ,  ,SPACE,_SP,,,,,,,,,,,,,,,,,
0433.xml,3,The,the,DET,DT,,,,Art,,,,,,,Def,,,,,,
0433.xml,3,running,running,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0433.xml,3,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0433.xml,3,is,be,AUX,VBZ,Sing,3,,,Ind,Pres,Fin,,,,,,,,,,
0433.xml,3,verry,verry,VERB,VB,,,,,,,Inf,,,,,,,,,,
0433.xml,3,important,important,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0433.xml,3,for,for,ADP,IN,,,,,,,,,,,,,,,,,
0433.xml,3,my,my,PRON,PRP$,Sing,1,Yes,Prs,,,,,,,,,,,,,
0433.xml,3,self,self,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0433.xml,3,!,!,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0433.xml,3, , ,SPACE,_SP,,,,,,,,,,,,,,,,,
0433.xml,3,:-),:-),PUNCT,.,,,,,,,,,Peri,,,,,,,,
0009.xml,0,In,in,ADP,IN,,,,,,,,,,,,,,,,,
0009.xml,0,my,my,PRON,PRP$,Sing,1,Yes,Prs,,,,,,,,,,,,,
0009.xml,0,daily,daily,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0009.xml,0,life,life,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0009.xml,0,i,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0009.xml,0,go,go,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0009.xml,0,to,to,ADP,IN,,,,,,,,,,,,,,,,,
0009.xml,0,class,class,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0009.xml,0,has,have,AUX,VBZ,Sing,3,,,Ind,Pres,Fin,,,,,,,,,,
0009.xml,0,the,the,DET,DT,,,,Art,,,,,,,Def,,,,,,
0009.xml,0,university,university,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0009.xml,0,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0009.xml,1,The,the,DET,DT,,,,Art,,,,,,,Def,,,,,,
0009.xml,1,rest,rest,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0009.xml,1,of,of,ADP,IN,,,,,,,,,,,,,,,,,
0009.xml,1,the,the,DET,DT,,,,Art,,,,,,,Def,,,,,,
0009.xml,1,time,time,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0009.xml,1,i,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0009.xml,1,ride,ride,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0009.xml,1,horse,horse,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0009.xml,1,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0009.xml,2,After,after,ADP,IN,,,,,,,,,,,,,,,,,
0009.xml,2,horseriding,horseride,VERB,VBG,,,,,,Pres,Part,,,,,,,,Prog,,
0009.xml,2,i,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0009.xml,2,study,study,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0009.xml,2,for,for,ADP,IN,,,,,,,,,,,,,,,,,
0009.xml,2,university,university,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0009.xml,2,and,and,CCONJ,CC,,,,,,,,,,,,,,,,Cmp,
0009.xml,2,for,for,ADP,IN,,,,,,,,,,,,,,,,,
0009.xml,2,work,work,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0009.xml,2,for,for,ADP,IN,,,,,,,,,,,,,,,,,
0009.xml,2,the,the,DET,DT,,,,Art,,,,,,,Def,,,,,,
0009.xml,2,exams,exam,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0009.xml,2,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0002.xml,0,My,my,PRON,PRP$,Sing,1,Yes,Prs,,,,,,,,,,,,,
0002.xml,0,family,family,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0002.xml,0,is,be,AUX,VBZ,Sing,3,,,Ind,Pres,Fin,,,,,,,,,,
0002.xml,0,very,very,ADV,RB,,,,,,,,,,,,,,,,,
0002.xml,0,small,small,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0002.xml,0,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0002.xml,1,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0002.xml,1,have,have,VERB,VBP,,,,,Ind,Pres,Fin,,,,,,,,,,
0002.xml,1,a,a,DET,DT,,,,Art,,,,,,,Ind,,,,,,
0002.xml,1,big,big,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0002.xml,1,borther,borther,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0002.xml,1,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0002.xml,2,He,he,PRON,PRP,Sing,3,,Prs,,,,,,Nom,,Masc,,,,,
0002.xml,2,is,be,AUX,VBZ,Sing,3,,,Ind,Pres,Fin,,,,,,,,,,
0002.xml,2,twenty,twenty,NUM,CD,,,,,,,,,,,,,Card,,,,
0002.xml,2,three,three,NUM,CD,,,,,,,,,,,,,Card,,,,
0002.xml,2,years,year,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0002.xml,2,old,old,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0002.xml,2,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0002.xml,3,He,he,PRON,PRP,Sing,3,,Prs,,,,,,Nom,,Masc,,,,,
0002.xml,3,is,be,AUX,VBZ,Sing,3,,,Ind,Pres,Fin,,,,,,,,,,
0002.xml,3,a,a,DET,DT,,,,Art,,,,,,,Ind,,,,,,
0002.xml,3,student,student,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0002.xml,3,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0439.xml,0,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0439.xml,0,like,like,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0439.xml,0,travelling,travel,VERB,VBG,,,,,,Pres,Part,,,,,,,,Prog,,
0439.xml,0,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0439.xml,1,My,my,PRON,PRP$,Sing,1,Yes,Prs,,,,,,,,,,,,,
0439.xml,1,favourite,favourite,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0439.xml,1,country,country,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0439.xml,1,is,be,AUX,VBZ,Sing,3,,,Ind,Pres,Fin,,,,,,,,,,
0439.xml,1,South,South,PROPN,NNP,Sing,,,,,,,,,,,,,,,,
0439.xml,1,Africa,Africa,PROPN,NNP,Sing,,,,,,,,,,,,,,,,
0439.xml,1,with,with,ADP,IN,,,,,,,,,,,,,,,,,
0439.xml,1,the,the,DET,DT,,,,Art,,,,,,,Def,,,,,,
0439.xml,1,bush,bush,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0439.xml,1,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0439.xml,1,animals,animal,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0439.xml,1,and,and,CCONJ,CC,,,,,,,,,,,,,,,,Cmp,
0439.xml,1,beautiful,beautiful,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0439.xml,1,landscape,landscape,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0439.xml,1,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0439.xml,2,People,People,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0439.xml,2,is,be,AUX,VBZ,Sing,3,,,Ind,Pres,Fin,,,,,,,,,,
0439.xml,2,fantastict,fantastict,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0439.xml,2,with,with,ADP,IN,,,,,,,,,,,,,,,,,
0439.xml,2,a,a,DET,DT,,,,Art,,,,,,,Ind,,,,,,
0439.xml,2,very,very,ADV,RB,,,,,,,,,,,,,,,,,
0439.xml,2,good,good,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0439.xml,2,bevahiour,bevahiour,PROPN,NNP,Sing,,,,,,,,,,,,,,,,
0439.xml,2,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0439.xml,3,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0439.xml,3,like,like,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0439.xml,3,gardening,garden,VERB,VBG,,,,,,Pres,Part,,,,,,,,Prog,,
0439.xml,3,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0439.xml,4,It,it,PRON,PRP,Sing,3,,Prs,,,,,,Nom,,Neut,,,,,
0439.xml,4,is,be,AUX,VBZ,Sing,3,,,Ind,Pres,Fin,,,,,,,,,,
0439.xml,4,a,a,DET,DT,,,,Art,,,,,,,Ind,,,,,,
0439.xml,4,moment,moment,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0439.xml,4,where,where,SCONJ,WRB,,,,,,,,,,,,,,,,,
0439.xml,4,i,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0439.xml,4,do,do,AUX,VBP,,,,,Ind,Pres,Fin,,,,,,,,,,
0439.xml,4,n't,not,PART,RB,,,,,,,,,,,,,,Neg,,,
0439.xml,4,never,never,ADV,RB,,,,,,,,,,,,,,,,,
0439.xml,4,thing,thing,VERB,VB,,,,,,,Inf,,,,,,,,,,
0439.xml,4,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0439.xml,5,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0439.xml,5,like,like,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0439.xml,5,cooking,cook,VERB,VBG,,,,,,Pres,Part,,,,,,,,Prog,,
0439.xml,5,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0428.xml,0,Hello,hello,INTJ,UH,,,,,,,,,,,,,,,,,
0428.xml,0,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0428.xml,0,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0428.xml,0,'m,be,AUX,VBP,Sing,1,,,Ind,Pres,Fin,,,,,,,,,,
0428.xml,0,{,{,PUNCT,-LRB-,,,,,,,,,Brck,,,,,,,,Ini
0428.xml,0,name,name,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0428.xml,0,},},PUNCT,-RRB-,,,,,,,,,Brck,,,,,,,,Fin
0428.xml,0,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0428.xml,1,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0428.xml,1,have,have,VERB,VBP,,,,,Ind,Pres,Fin,,,,,,,,,,
0428.xml,1,a,a,DET,DT,,,,Art,,,,,,,Ind,,,,,,
0428.xml,1,big,big,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0428.xml,1,family,family,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0428.xml,1,:,:,PUNCT,:,,,,,,,,,,,,,,,,,
0428.xml,1,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0428.xml,1,have,have,VERB,VBP,,,,,Ind,Pres,Fin,,,,,,,,,,
0428.xml,1,two,two,NUM,CD,,,,,,,,,,,,,Card,,,,
0428.xml,1,parents,parent,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0428.xml,1,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0428.xml,1,six,six,NUM,CD,,,,,,,,,,,,,Card,,,,
0428.xml,1,sisters,sister,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0428.xml,1,any,any,DET,DT,,,,,,,,,,,,,,,,,
0428.xml,1,brother,brother,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0428.xml,2,but,but,CCONJ,CC,,,,,,,,,,,,,,,,Cmp,
0428.xml,2,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0428.xml,2,have,have,VERB,VBP,,,,,Ind,Pres,Fin,,,,,,,,,,
0428.xml,2,three,three,NUM,CD,,,,,,,,,,,,,Card,,,,
0428.xml,2,brothers,brother,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0428.xml,2,-,-,PUNCT,HYPH,,,,,,,,,Dash,,,,,,,,
0428.xml,2,in,in,ADP,IN,,,,,,,,,,,,,,,,,
0428.xml,2,-,-,PUNCT,HYPH,,,,,,,,,Dash,,,,,,,,
0428.xml,2,law,law,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0428.xml,2,and,and,CCONJ,CC,,,,,,,,,,,,,,,,Cmp,
0428.xml,2,one,one,NUM,CD,,,,,,,,,,,,,Card,,,,
0428.xml,2,niece,niece,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0428.xml,2,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0428.xml,3,My,my,PRON,PRP$,Sing,1,Yes,Prs,,,,,,,,,,,,,
0428.xml,3,niece,niece,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0428.xml,3,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0428.xml,3,her,her,PRON,PRP$,Sing,3,Yes,Prs,,,,,,,,Fem,,,,,
0428.xml,3,mother,mother,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0428.xml,3,and,and,CCONJ,CC,,,,,,,,,,,,,,,,Cmp,
0428.xml,3,the,the,DET,DT,,,,Art,,,,,,,Def,,,,,,
0428.xml,3,sister,sister,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0428.xml,3,'s,'s,PART,POS,,,,,,,,,,,,,,,,,
0428.xml,3,husband,husband,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0428.xml,3,live,live,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0428.xml,3,in,in,ADP,IN,,,,,,,,,,,,,,,,,
0428.xml,3,Italy,Italy,PROPN,NNP,Sing,,,,,,,,,,,,,,,,
0428.xml,3,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
